,ANN_DT,REPORT_PERIOD,IFLISTED_DATA,OPER_REV,NET_PROFIT_INCL_MIN_INT_INC,NET_PROFIT_EXCL_MIN_INT_INC,TOT_SHRHLDR_EQY_EXCL_MIN_INT,TOT_SHRHLDR_EQY_INCL_MIN_INT,S_INFO_COMPNAME,S_INFO_COMPCODE,OPDATE,OPMODE,code
2208,20161014,20160930,1,1147323347.99,495091554.48,495091554.48,69696830711.3,69696830711.3,广发证券股份有限公司,1000776,2016-10-18 18:06:56,1,000776.SZ
2209,20161014,20160930,1,376086400.0,152676200.0,152676200.0,24180150000.0,24180150000.0,长江证券股份有限公司,1000783,2016-10-18 18:07:08,1,000783.SZ
2211,20161014,20160930,1,114588600.0,40274300.0,40274300.0,8631843700.0,8631843700.0,第一创业证券股份有限公司,2002098,2016-10-18 18:07:01,1,002797.SZ
2213,20161014,20160930,1,193832000.0,50798100.0,50798100.0,19412717000.0,19412717000.0,国元证券股份有限公司,1000728,2016-10-18 18:07:08,1,000728.SZ
2214,20161014,20160930,1,103846000.0,40073200.0,40073200.0,11931264500.0,11931264500.0,山西证券股份有限公司,2002097,2016-10-18 18:07:08,1,002500.SZ
2216,20161014,20160930,1,347911800.0,82784700.0,82784700.0,16993089300.0,16993089300.0,国金证券股份有限公司,1600109,2016-10-18 18:07:08,1,600109.SH
2218,20161014,20160930,1,1255120000.0,706190000.0,706190000.0,1.1506593e+11,1.1506593e+11,中信证券股份有限公司,08D39EC855,2016-10-18 18:06:56,1,600030.SH
2220,20161014,20160930,1,310559600.0,15079200.0,15079200.0,18554995300.0,18554995300.0,西南证券股份有限公司,1600369,2016-10-18 18:07:08,1,600369.SH
2221,20161014,20160930,1,203820000.0,50500000.0,50500000.0,18216150000.0,18216150000.0,东兴证券股份有限公司,1uI61F44C3,2016-10-18 18:07:08,1,601198.SH
2223,20161014,20160930,1,639863843.56,265725630.76,265725630.76,46814934711.7,46814934711.7,招商证券股份有限公司,2024359,2016-10-18 18:06:56,1,600999.SH
2224,20161014,20160930,1,316083200.0,95608500.0,95608500.0,34935583400.0,34935583400.0,方正证券股份有限公司,2002179,2016-10-18 18:07:08,1,601901.SH
2227,20161014,20160930,1,98520200.0,24916400.0,24916400.0,11613913300.0,11613913300.0,太平洋证券股份有限公司,04955EEF73,2016-10-18 18:07:16,1,601099.SH
2230,20161014,20160930,1,1378621800.0,523582400.0,523582400.0,87708125900.0,87708125900.0,国泰君安证券股份有限公司,2024680,2016-10-18 18:06:48,1,601211.SH
2231,20161014,20160930,0,1109270000.0,428120000.0,428120000.0,45018260000.0,45018260000.0,申万宏源证券有限公司,a1pXByJ0HN,2016-10-18 18:07:16,1,000166.SZ
2235,20161105,20161031,1,279751900.0,79212600.0,79212600.0,35033593100.0,35033593100.0,方正证券股份有限公司,2002179,2016-11-04 20:19:37,0,601901.SH
2237,20161109,20161031,0,990209800.0,405941000.0,405941000.0,56267934000.0,56267934000.0,中国银河证券股份有限公司,604498,2016-11-10 08:13:24,0,601881.SH
2240,20170107,20161231,1,150846900.0,28559000.0,28559000.0,11710994600.0,11710994600.0,华安证券股份有限公司,602406,2017-01-06 17:37:19,0,600909.SH
2241,20160907,20160831,1,328524900.0,155532800.0,155532800.0,19603874200.0,19603874200.0,国元证券股份有限公司,1000728,2016-09-06 20:01:19,0,000728.SZ
2242,20160907,20160831,1,429347000.0,125873400.0,125873400.0,16844282900.0,16844282900.0,国金证券股份有限公司,1600109,2016-09-06 20:02:20,0,600109.SH
2243,20160907,20160831,1,231581800.0,20271800.0,20271800.0,18467381600.0,18467381600.0,西南证券股份有限公司,1600369,2016-09-06 20:03:31,0,600369.SH
2245,20160907,20160831,1,1018292400.0,442975100.0,442975100.0,98687030500.0,98687030500.0,海通证券股份有限公司,1600837,2016-09-06 20:06:24,0,600837.SH
2247,20160907,20160831,1,245380000.0,105300000.0,105300000.0,13410330000.0,13410330000.0,东兴证券股份有限公司,1uI61F44C3,2016-09-06 20:12:30,0,601198.SH
2248,20160907,20160831,1,1030438739.32,594765150.42,594765150.42,47194059969.8,47194059969.8,招商证券股份有限公司,2024359,2016-09-06 20:12:30,0,600999.SH
2250,20160907,20160831,1,372202500.0,103244200.0,103244200.0,34699484200.0,34699484200.0,方正证券股份有限公司,2002179,2016-09-06 20:17:35,0,601901.SH
2253,20160907,20160831,1,1118284134.41,506875597.92,506875597.92,74205394698.7,74205394698.7,华泰证券股份有限公司,2002077,2016-09-06 20:19:37,0,601688.SH
2256,20160907,20160831,1,531358073.05,195380322.94,195380322.94,38335309321.8,38335309321.8,光大证券股份有限公司,0yJ94AEF7F,2016-09-06 20:22:41,0,601788.SH
2257,20160907,20160831,1,247692400.0,116276900.0,116276900.0,14583470500.0,14583470500.0,东北证券股份有限公司,1000686,2016-09-06 20:25:44,0,000686.SZ
2258,20160907,20160831,1,131286100.0,53037700.0,53037700.0,11922039500.0,11922039500.0,山西证券股份有限公司,2002097,2016-09-06 20:28:47,0,002500.SZ
2262,20160907,20160831,0,803180000.0,389550000.0,389550000.0,44501670000.0,44501670000.0,申万宏源证券有限公司,a1pXByJ0HN,2016-09-06 20:32:41,0,000166.SZ
2263,20160907,20160831,1,1181840240.82,521264921.46,521264921.46,69008821731.8,69008821731.8,广发证券股份有限公司,1000776,2016-09-06 20:34:53,0,000776.SZ
2265,20160907,20160831,1,1239247200.0,546130600.0,546130600.0,45655671400.0,45655671400.0,国信证券股份有限公司,2002075,2016-09-06 20:37:56,0,002736.SZ
2267,20160907,20160831,1,434582100.0,169561700.0,169561700.0,23920982900.0,23920982900.0,长江证券股份有限公司,1000783,2016-09-06 20:39:48,0,000783.SZ
2270,20160907,20160831,1,1328720000.0,533840000.0,533840000.0,1.140268e+11,1.140268e+11,中信证券股份有限公司,08D39EC855,2016-09-06 20:42:00,0,600030.SH
2271,20160907,20160831,1,165489200.0,49816500.0,49816500.0,11573467000.0,11573467000.0,太平洋证券股份有限公司,04955EEF73,2016-09-06 20:44:01,0,601099.SH
2272,20160907,20160831,1,335417100.0,167619000.0,167619000.0,19153726700.0,19153726700.0,东吴证券股份有限公司,2024609,2016-09-06 20:47:04,0,601555.SH
2273,20160907,20160831,1,300150295.84,122766944.65,122766944.65,13361625724.9,13361625724.9,国海证券股份有限公司,1000750,2016-09-06 20:47:04,0,000750.SZ
2274,20160907,20160831,1,228440300.0,82289100.0,82289100.0,12228498800.0,12228498800.0,西部证券股份有限公司,502030478,2016-09-06 20:50:07,0,002673.SZ
2275,20160907,20160831,1,477139400.0,201956900.0,201956900.0,29392662100.0,29392662100.0,兴业证券股份有限公司,2023060,2016-09-06 20:51:59,0,601377.SH
2280,20170111,20161231,1,216134000.0,-323482500.0,-323482500.0,29497581500.0,29497581500.0,兴业证券股份有限公司,2023060,2017-01-10 17:22:14,0,601377.SH
2281,20170111,20161231,1,147924772.86,-52955426.82,-52955426.82,13484292030.8,13484292030.8,国海证券股份有限公司,1000750,2017-01-10 17:33:36,0,000750.SZ
2282,20170111,20161231,1,501790500.0,88127200.0,88127200.0,19787429700.0,19787429700.0,东吴证券股份有限公司,2024609,2017-01-10 17:38:52,0,601555.SH
2283,20170111,20161231,1,250587200.0,31463000.0,31463000.0,12452406800.0,12452406800.0,西部证券股份有限公司,502030478,2017-01-10 17:52:18,1,002673.SZ
2286,20170111,20161231,1,449426300.0,87200800.0,87200800.0,24449899300.0,24449899300.0,长江证券股份有限公司,1000783,2017-01-10 17:44:59,0,000783.SZ
2288,20170111,20161231,1,511656370.27,103624512.29,103624512.29,56952755301.9,56952755301.9,招商证券股份有限公司,2024359,2017-01-10 17:47:01,0,600999.SH
2289,20170111,20161231,1,396557900.0,54271000.0,54271000.0,14759667700.0,14759667700.0,东北证券股份有限公司,1000686,2017-01-10 18:38:45,0,000686.SZ
2290,20161012,20160930,1,951377700.0,366806500.0,366806500.0,46198964500.0,46198964500.0,国信证券股份有限公司,2002075,2016-10-18 18:07:01,1,002736.SZ
2293,20161014,20160930,0,218658300.0,99872200.0,99872200.0,7944060800.0,7944060800.0,中原证券股份有限公司,04C564FD3B,2016-10-18 18:07:08,1,601375.SH
2294,20161017,20160930,0,882797400.0,288937700.0,288937700.0,55839085100.0,55839085100.0,中国银河证券股份有限公司,604498,2016-10-18 18:07:05,1,601881.SH
2296,20161208,20161130,0,1144526000.0,456122700.0,456122700.0,56525074600.0,56525074600.0,中国银河证券股份有限公司,604498,2016-12-08 17:37:04,0,601881.SH
2300,20170111,20161231,1,1766197343.51,865815622.45,865815622.45,71678864866.0,71678864866.0,广发证券股份有限公司,1000776,2017-01-10 18:38:45,0,000776.SZ
2301,20170111,20161231,1,571059400.0,406438300.0,406438300.0,19921482200.0,19921482200.0,国元证券股份有限公司,1000728,2017-01-10 18:38:45,0,000728.SZ
2302,20170111,20161231,1,933726281.65,240608045.81,240608045.81,75950974798.2,75950974798.2,华泰证券股份有限公司,2002077,2017-01-10 19:10:00,0,601688.SH
2310,20170111,20161231,1,409953500.0,78125100.0,78125100.0,17359523400.0,17359523400.0,国金证券股份有限公司,1600109,2017-01-10 19:10:00,0,600109.SH
2311,20170111,20161231,1,923332300.0,11075600.0,11075600.0,1.012295061e+11,1.012295061e+11,海通证券股份有限公司,1600837,2017-01-10 19:10:00,0,600837.SH
2312,20170111,20161231,1,1908440000.0,422320000.0,422320000.0,1.1770565e+11,1.1770565e+11,中信证券股份有限公司,08D39EC855,2017-01-10 19:10:00,0,600030.SH
2314,20170111,20161231,1,305147700.0,-61919100.0,-61919100.0,18617168400.0,18617168400.0,西南证券股份有限公司,1600369,2017-01-10 19:10:00,0,600369.SH
2316,20170111,20161231,1,543390400.0,101390800.0,101390800.0,38585702600.0,38585702600.0,东方证券股份有限公司,2002156,2017-01-10 19:10:00,0,600958.SH
2317,20170110,20161231,1,99643000.0,76173400.0,76173400.0,10472722900.0,10472722900.0,中原证券股份有限公司,04C564FD3B,2017-01-10 19:16:06,0,601375.SH
2319,20170111,20161231,0,1710670000.0,444010000.0,444010000.0,46459442610.4,46459442610.4,申万宏源证券有限公司,a1pXByJ0HN,2017-04-27 16:55:39,1,000166.SZ
2322,20170111,20161231,1,109237200.0,22619700.0,22619700.0,11998035800.0,11998035800.0,山西证券股份有限公司,2002097,2017-01-10 20:04:35,0,002500.SZ
2324,20170111,20161231,1,569640000.0,83860000.0,83860000.0,18318690000.0,18318690000.0,东兴证券股份有限公司,1uI61F44C3,2017-01-10 20:04:35,0,601198.SH
2326,20170111,20161231,1,327463800.0,-137139900.0,-137139900.0,34775636200.0,34775636200.0,方正证券股份有限公司,2002179,2017-01-10 20:04:35,0,601901.SH
2328,20170111,20161231,1,157382300.0,51229000.0,51229000.0,8440372400.0,8440372400.0,第一创业证券股份有限公司,2002098,2017-01-11 14:23:27,0,002797.SZ
2329,20170112,20161231,1,498148879.09,-73059254.44,-73059254.44,46709927489.1,46709927489.1,光大证券股份有限公司,0yJ94AEF7F,2017-01-12 08:29:20,0,601788.SH
2332,20170112,20161231,0,791321500.0,568831300.0,568831300.0,56904338900.0,56904338900.0,中国银河证券股份有限公司,604498,2017-01-12 19:50:03,0,601881.SH
2335,20160805,20160731,1,293755798.77,123955512.88,123955512.88,13222920604.5,13222920604.5,国海证券股份有限公司,1000750,2016-08-04 18:05:20,0,000750.SZ
2336,20160805,20160731,1,443183700.0,200798400.0,200798400.0,23703615600.0,23703615600.0,长江证券股份有限公司,1000783,2016-08-04 18:05:20,0,000783.SZ
2338,20160805,20160731,1,1139794794.94,490425276.08,490425276.08,68412882226.4,68412882226.4,广发证券股份有限公司,1000776,2016-08-04 22:24:39,0,000776.SZ
2339,20160805,20160731,1,991660351.91,488519855.47,488519855.47,46518946842.0,46518946842.0,招商证券股份有限公司,2024359,2016-08-04 22:24:39,0,600999.SH
2341,20160805,20160731,1,243407100.0,92322000.0,92322000.0,18978485800.0,18978485800.0,国元证券股份有限公司,1000728,2016-08-04 22:24:39,0,000728.SZ
2342,20160805,20160731,1,1052556000.0,411232600.0,411232600.0,45025477400.0,45025477400.0,国信证券股份有限公司,2002075,2016-08-04 22:24:39,0,002736.SZ
2344,20160805,20160731,1,477501100.0,170449400.0,170449400.0,16704295100.0,16704295100.0,国金证券股份有限公司,1600109,2016-08-04 22:24:39,0,600109.SH
2345,20160805,20160731,1,1670132200.0,781033900.0,781033900.0,85858454700.0,85858454700.0,国泰君安证券股份有限公司,2024680,2016-08-04 22:24:39,0,601211.SH
2347,20160805,20160731,1,1091459400.0,494863200.0,494863200.0,98144580600.0,98144580600.0,海通证券股份有限公司,1600837,2016-08-04 22:24:39,0,600837.SH
2348,20160805,20160731,1,1866870000.0,946620000.0,946620000.0,1.1333014e+11,1.1333014e+11,中信证券股份有限公司,08D39EC855,2016-08-04 22:24:39,0,600030.SH
2349,20160805,20160731,1,356449400.0,161177700.0,161177700.0,14409265300.0,14409265300.0,东北证券股份有限公司,1000686,2016-08-04 22:24:39,0,000686.SZ
2351,20160805,20160731,1,295271700.0,135942200.0,135942200.0,18900829400.0,18900829400.0,东吴证券股份有限公司,2024609,2016-08-04 22:24:39,0,601555.SH
2352,20160805,20160731,1,319764400.0,144851300.0,144851300.0,12115057400.0,12115057400.0,西部证券股份有限公司,502030478,2016-08-04 22:24:39,0,002673.SZ
2355,20160805,20160731,1,92129200.0,9541500.0,9541500.0,11456735500.0,11456735500.0,太平洋证券股份有限公司,04955EEF73,2016-08-04 22:24:39,0,601099.SH
2356,20160805,20160731,1,389273400.0,139441900.0,139441900.0,34583283500.0,34583283500.0,方正证券股份有限公司,2002179,2016-08-04 22:24:39,0,601901.SH
2359,20160805,20160731,1,586277600.0,208035900.0,208035900.0,29134848400.0,29134848400.0,兴业证券股份有限公司,2023060,2016-08-04 22:24:39,0,601377.SH
2360,20160805,20160731,1,637960000.0,294990000.0,294990000.0,38020760000.0,38020760000.0,光大证券股份有限公司,0yJ94AEF7F,2016-08-04 22:24:39,0,601788.SH
2363,20160805,20160731,1,113892200.0,47652100.0,47652100.0,11876911000.0,11876911000.0,山西证券股份有限公司,2002097,2016-08-04 22:24:39,0,002500.SZ
2368,20160805,20160731,0,909270000.0,290210000.0,290210000.0,43905810000.0,43905810000.0,申万宏源证券有限公司,a1pXByJ0HN,2016-08-04 22:24:39,0,000166.SZ
2369,20160805,20160731,1,237488600.0,99264000.0,99264000.0,18356948000.0,18356948000.0,西南证券股份有限公司,1600369,2016-08-04 22:24:39,0,600369.SH
2371,20160805,20160731,1,1301825477.41,557107952.67,557107952.67,72477396515.0,72477396515.0,华泰证券股份有限公司,2002077,2016-08-04 22:24:39,0,601688.SH
2372,20160709,20160630,1,211447664.18,78485283.71,78485283.71,13085956248.7,13085956248.7,国海证券股份有限公司,1000750,2016-08-05 09:42:05,1,000750.SZ
2376,20160806,20160731,1,280437400.0,130857900.0,130857900.0,37693529000.0,37693529000.0,东方证券股份有限公司,2002156,2016-08-05 19:17:30,0,600958.SH
2377,20160806,20160731,1,231260000.0,114440000.0,114440000.0,13264320000.0,13264320000.0,东兴证券股份有限公司,1uI61F44C3,2016-08-16 07:37:55,1,601198.SH
2383,20160709,20160630,1,388501400.0,124184200.0,124184200.0,14217484609.0,14217484609.0,东北证券股份有限公司,1000686,2016-08-17 18:20:24,0,000686.SZ
2384,20160709,20160630,1,2630940000.0,1217860000.0,1217860000.0,1.1227505e+11,1.1227505e+11,中信证券股份有限公司,08D39EC855,2016-07-08 17:25:05,0,600030.SH
2385,20160709,20160630,1,562201500.0,299901300.0,299901300.0,18199222600.0,18199222600.0,西南证券股份有限公司,1600369,2016-07-08 18:29:32,0,600369.SH
2386,20160709,20160630,1,931117350.51,353166599.34,353166599.34,45833259493.5,45833259493.5,招商证券股份有限公司,2024359,2016-07-08 18:32:35,0,600999.SH
2388,20160709,20160630,1,570362500.0,320323300.0,320323300.0,34430661600.0,34430661600.0,方正证券股份有限公司,2002179,2016-07-08 18:36:39,0,601901.SH
2393,20160709,20160630,1,1471352800.0,871342400.0,871342400.0,1471352800.0,1471352800.0,海通证券股份有限公司,1600837,2016-07-08 18:44:46,0,600837.SH
2394,20160709,20160630,1,1167204693.92,580064141.47,580064141.47,71748765558.3,71748765558.3,华泰证券股份有限公司,2002077,2016-07-08 18:44:46,0,601688.SH
2396,20160709,20160630,1,1315367222.53,699323120.7,699323120.7,67760266466.7,67760266466.7,广发证券股份有限公司,1000776,2016-07-08 18:48:50,0,000776.SZ
2399,20160709,20160630,1,244953700.0,105551000.0,105551000.0,18834556600.0,18834556600.0,国元证券股份有限公司,1000728,2016-07-08 19:23:13,0,000728.SZ
2401,20160709,20160630,1,126882600.0,54210600.0,54210600.0,11784758600.0,11784758600.0,山西证券股份有限公司,2002097,2016-07-08 19:29:18,0,002500.SZ
2402,20160711,20160630,1,1237981400.0,577223100.0,577223100.0,44573043700.0,44573043700.0,国信证券股份有限公司,2002075,2016-07-11 08:05:06,0,002736.SZ
2403,20160711,20160630,1,257996000.0,85432400.0,85432400.0,16543676000.0,16543676000.0,国金证券股份有限公司,1600109,2016-07-11 08:07:49,0,600109.SH
2406,20160711,20160630,0,1564880000.0,1031900000.0,1031900000.0,43540580000.0,43540580000.0,申万宏源证券有限公司,a1pXByJ0HN,2016-07-11 08:10:42,0,000166.SZ
2408,20160712,20160630,1,450190000.0,233660000.0,233660000.0,13083130000.0,13083130000.0,东兴证券股份有限公司,1uI61F44C3,2016-07-11 16:30:16,0,601198.SH
2412,20160712,20160630,1,562334000.0,325966500.0,325966500.0,31425552200.0,31425552200.0,东方证券股份有限公司,2002156,2016-07-11 17:30:51,0,600958.SH
2413,20160712,20160630,1,916600000.0,540400000.0,540400000.0,37783010000.0,37783010000.0,光大证券股份有限公司,0yJ94AEF7F,2016-07-11 18:53:25,0,601788.SH
2415,20161015,20160930,1,275911500.0,103614400.0,103614400.0,12304458300.0,12304458300.0,西部证券股份有限公司,502030478,2016-10-18 18:07:12,1,002673.SZ
2416,20161015,20160930,1,660735233.56,277492302.83,277492302.83,45969875285.0,45969875285.0,光大证券股份有限公司,0yJ94AEF7F,2016-10-18 18:07:05,1,601788.SH
2419,20161107,20161031,1,230784500.0,87208400.0,87208400.0,12439822500.0,12439822500.0,西部证券股份有限公司,502030478,2016-11-07 08:39:13,0,002673.SZ
2420,20161107,20161031,1,1018343500.0,471808500.0,471808500.0,46642365400.0,46642365400.0,国信证券股份有限公司,2002075,2016-11-07 08:42:07,0,002736.SZ
2421,20161107,20161031,1,102172800.0,37404900.0,37404900.0,8510688600.0,8510688600.0,第一创业证券股份有限公司,2002098,2016-11-07 08:44:18,0,002797.SZ
2423,20161108,20161031,1,595311493.39,293014008.88,293014008.88,46348192271.9,46348192271.9,光大证券股份有限公司,0yJ94AEF7F,2016-11-07 20:22:27,1,601788.SH
2427,20161116,20161031,0,129142600.0,49292600.0,49292600.0,7672432100.0,7672432100.0,中原证券股份有限公司,04C564FD3B,2016-11-16 17:30:53,0,601375.SH
2429,20161207,20161130,1,228833000.0,76491000.0,76491000.0,12460948100.0,12460948100.0,西部证券股份有限公司,502030478,2016-12-06 16:40:03,0,002673.SZ
2432,20161207,20161130,1,142168100.0,40415800.0,40415800.0,11685578600.0,11685578600.0,太平洋证券股份有限公司,04955EEF73,2016-12-06 17:00:44,0,601099.SH
2434,20161207,20161130,1,368885700.0,132840900.0,132840900.0,38885034900.0,38885034900.0,东方证券股份有限公司,2002156,2016-12-06 17:08:53,0,600958.SH
2436,20161207,20161130,1,362224500.0,50798800.0,50798800.0,29880746800.0,29880746800.0,兴业证券股份有限公司,2023060,2016-12-06 17:19:04,0,601377.SH
2438,20161207,20161130,1,1947470000.0,605010000.0,605010000.0,1.1688417e+11,1.1688417e+11,中信证券股份有限公司,08D39EC855,2016-12-06 17:22:07,0,600030.SH
2443,20161207,20161130,1,332794000.0,174535200.0,174535200.0,19649434000.0,19649434000.0,东吴证券股份有限公司,2024609,2016-12-06 17:52:17,0,601555.SH
2444,20161207,20161130,1,198397300.0,70141200.0,70141200.0,19572801100.0,19572801100.0,国元证券股份有限公司,1000728,2016-12-06 20:12:37,0,000728.SZ
2445,20161207,20161130,1,393799300.0,91830800.0,91830800.0,24446152900.0,24446152900.0,长江证券股份有限公司,1000783,2016-12-06 20:15:39,0,000783.SZ
2446,20161207,20161130,1,331777558.12,58108349.89,58108349.89,13579624428.2,13579624428.2,国海证券股份有限公司,1000750,2016-12-06 20:18:42,0,000750.SZ
2447,20161207,20161130,1,300355000.0,68571700.0,68571700.0,17216945900.0,17216945900.0,国金证券股份有限公司,1600109,2016-12-06 20:21:56,0,600109.SH
2448,20161207,20161130,1,1043267860.73,453127614.22,453127614.22,56804285725.6,56804285725.6,招商证券股份有限公司,2024359,2016-12-06 20:24:59,0,600999.SH
2449,20161207,20161130,1,291505800.0,-82552400.0,-82552400.0,34889122300.0,34889122300.0,方正证券股份有限公司,2002179,2016-12-06 20:29:03,0,601901.SH
2450,20161207,20161130,1,326380000.0,120530000.0,120530000.0,18462900000.0,18462900000.0,东兴证券股份有限公司,1uI61F44C3,2016-12-06 20:30:14,0,601198.SH
2451,20161207,20161130,1,1895269000.0,806224300.0,806224300.0,89214808100.0,89214808100.0,国泰君安证券股份有限公司,2024680,2016-12-06 20:34:38,0,601211.SH
2452,20161207,20161130,1,1048340945.94,431882429.57,431882429.57,70860612992.8,70860612992.8,广发证券股份有限公司,1000776,2016-12-06 20:38:22,0,000776.SZ
2454,20161207,20161130,1,81155700.0,26169700.0,26169700.0,8513105600.0,8513105600.0,第一创业证券股份有限公司,2002098,2016-12-06 20:47:31,0,002797.SZ
2455,20161207,20161130,1,1389147100.0,597577300.0,597577300.0,47192546100.0,47192546100.0,国信证券股份有限公司,2002075,2016-12-06 20:50:03,0,002736.SZ
2456,20161207,20161130,1,149318300.0,40705300.0,40705300.0,14808303400.0,14808303400.0,东北证券股份有限公司,1000686,2016-12-06 20:50:34,0,000686.SZ
2457,20161207,20161130,0,1174020000.0,685330000.0,685330000.0,46039840000.0,46039840000.0,申万宏源证券有限公司,a1pXByJ0HN,2016-12-06 20:54:48,0,000166.SZ
2460,20161207,20161130,1,1154240900.0,639532800.0,639532800.0,1.008016079e+11,1.008016079e+11,海通证券股份有限公司,1600837,2016-12-06 21:06:19,0,600837.SH
2461,20161207,20161130,1,73477500.0,12052900.0,12052900.0,11969828900.0,11969828900.0,山西证券股份有限公司,2002097,2016-12-06 21:08:21,0,002500.SZ
2473,20161208,20161130,1,175082700.0,15868800.0,15868800.0,18682480400.0,18682480400.0,西南证券股份有限公司,1600369,2016-12-07 19:52:12,0,600369.SH
2474,20161208,20161130,1,1031242935.51,413938482.49,413938482.49,76265055907.5,76265055907.5,华泰证券股份有限公司,2002077,2016-12-07 20:02:22,0,601688.SH
2478,20161208,20161130,1,133853300.0,35194000.0,35194000.0,11718327800.0,11718327800.0,华安证券股份有限公司,602406,2016-12-07 20:15:45,0,600909.SH
2479,20161208,20161130,1,630339955.88,286722970.03,286722970.03,46682084897.4,46682084897.4,光大证券股份有限公司,0yJ94AEF7F,2016-12-07 20:18:48,0,601788.SH
2481,20161216,20161130,0,75194400.0,51057500.0,51057500.0,7722499800.0,7722499800.0,中原证券股份有限公司,04C564FD3B,2016-12-19 09:33:24,1,601375.SH
2482,20170111,20161231,1,1191787800.0,633942600.0,633942600.0,90226170787.0,90226170787.0,国泰君安证券股份有限公司,2024680,2017-02-21 18:54:54,0,601211.SH
2485,20170506,20170430,1,525527328.99,213381599.55,213381599.55,67287209961.4,67287209961.4,招商证券股份有限公司,2024359,2017-05-05 17:23:47,1,600999.SH
2487,20170506,20170430,1,175995900.0,52408400.0,52408400.0,17405935900.0,17405935900.0,西部证券股份有限公司,502030478,2017-05-05 17:19:44,0,002673.SZ
2488,20170506,20170430,1,81580500.0,22183200.0,22183200.0,8408770000.0,8408770000.0,第一创业证券股份有限公司,2002098,2017-05-05 17:39:19,0,002797.SZ
2490,20170506,20170430,1,193506800.0,46701400.0,46701400.0,20031880200.0,20031880200.0,国元证券股份有限公司,1000728,2017-05-05 17:19:44,0,000728.SZ
2493,20170506,20170430,1,1183180084.28,527590215.38,527590215.38,73742970001.1,73742970001.1,广发证券股份有限公司,1000776,2017-05-05 17:22:49,0,000776.SZ
2494,20170506,20170430,1,931801200.0,472100400.0,472100400.0,1.036618181e+11,1.036618181e+11,海通证券股份有限公司,1600837,2017-05-05 17:22:49,0,600837.SH
2496,20170506,20170430,1,1342600.0,-70849400.0,-70849400.0,11402194000.0,11402194000.0,太平洋证券股份有限公司,04955EEF73,2017-05-05 17:26:50,0,601099.SH
2497,20170506,20170430,1,209067100.0,66558900.0,66558900.0,20053237700.0,20053237700.0,东吴证券股份有限公司,2024609,2017-05-05 17:15:39,0,601555.SH
2498,20170506,20170430,1,127368800.0,34591800.0,34591800.0,14947522900.0,14947522900.0,东北证券股份有限公司,1000686,2017-05-05 17:35:12,0,000686.SZ
2499,20170506,20170430,1,784565149.12,366884602.16,366884602.16,79619574536.0,79619574536.0,华泰证券股份有限公司,2002077,2017-05-05 17:39:19,0,601688.SH
2500,20170506,20170430,1,116690600.0,40655000.0,40655000.0,11904829000.0,11904829000.0,华安证券股份有限公司,602406,2017-05-05 17:25:50,0,600909.SH
2501,20170506,20170430,1,433353500.0,142391400.0,142391400.0,30284069000.0,30284069000.0,兴业证券股份有限公司,2023060,2017-05-05 17:19:44,0,601377.SH
2506,20170506,20170430,1,272286800.0,60668700.0,60668700.0,24029869000.0,24029869000.0,长江证券股份有限公司,1000783,2017-05-08 10:03:30,1,000783.SZ
2507,20170506,20170430,1,163602654.32,41321485.05,41321485.05,13314015852.5,13314015852.5,国海证券股份有限公司,1000750,2017-05-05 17:54:27,0,000750.SZ
2509,20170506,20170430,1,836270000.0,265940000.0,265940000.0,1.2097574e+11,1.2097574e+11,中信证券股份有限公司,08D39EC855,2017-05-05 17:44:25,0,600030.SH
2512,20170506,20170430,1,326808200.0,61110200.0,61110200.0,35143586100.0,35143586100.0,方正证券股份有限公司,2002179,2017-05-07 21:57:38,0,601901.SH
2513,20170506,20170430,1,135049600.0,20716000.0,20716000.0,18090028700.0,18090028700.0,西南证券股份有限公司,1600369,2017-05-07 21:57:38,0,600369.SH
2514,20170506,20170430,1,144203600.0,16684100.0,16684100.0,38722024300.0,38722024300.0,东方证券股份有限公司,2002156,2017-05-07 21:57:38,0,600958.SH
2516,20170506,20170430,0,520270000.0,179240000.0,179240000.0,47319600000.0,47319600000.0,申万宏源证券有限公司,a1pXByJ0HN,2017-05-07 21:57:38,0,000166.SZ
2517,20170508,20170430,1,338182500.0,100294600.0,100294600.0,17776388400.0,17776388400.0,国金证券股份有限公司,1600109,2017-05-07 21:57:38,0,600109.SH
2521,20170508,20170430,1,790704500.0,301151300.0,301151300.0,49055940800.0,49055940800.0,国信证券股份有限公司,2002075,2017-05-07 21:57:38,0,002736.SZ
2523,20170506,20170430,1,221810000.0,96120000.0,96120000.0,18712800000.0,18712800000.0,东兴证券股份有限公司,1uI61F44C3,2017-05-07 21:57:38,0,601198.SH
2524,20170506,20170430,1,106170800.0,44098100.0,44098100.0,12264219000.0,12264219000.0,山西证券股份有限公司,2002097,2017-05-07 21:57:38,0,002500.SZ
2526,20170506,20170430,1,974421300.0,426539000.0,426539000.0,1.037376563e+11,1.037376563e+11,国泰君安证券股份有限公司,2024680,2017-05-08 09:29:09,0,601211.SH
2529,20170805,20170731,1,207960000.0,62990000.0,62990000.0,18558180000.0,18558180000.0,东兴证券股份有限公司,1uI61F44C3,2017-08-07 09:49:23,0,601198.SH
2530,20170805,20170731,1,267340900.0,121794500.0,121794500.0,14794325100.0,14794325100.0,东北证券股份有限公司,1000686,2017-08-07 09:30:00,0,000686.SZ
